document: titleLevel2,hit text: lemma,hit text: word,hit text: pos_full,count,numberOfDocs,subcorpusSize.documents,subcorpusSize.numberOfTokens
Trouw,kwetsbaar,kwetsbare,"aa(degree=pos,position=prenom,formal=infl-e)",2,1,66,33056
Algemeen Dagblad,behoren,behoort,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",2,2,260,101023
Algemeen Dagblad,hartog,hartog,nou-p(part-of-multiword=true),2,2,260,101023
Trouw,afloop,afloop,"nou-c(gender=f|m,number=sg)",2,1,66,33056
Het Parool,klimaatimpact,klimaatimpact,"nou-c(gender=f|m,number=sg)",2,1,36,22852
Trouw,beslag,beslag,"nou-c(gender=n,number=sg)",2,2,66,33056
Algemeen Dagblad,extra,extra,"aa(degree=pos,position=adv|pred)",2,2,260,101023
NRC,styles,styles,nou-p(part-of-multiword=true),2,1,76,38378
Algemeen Dagblad,registreren,geregistreerd,"vrb(finiteness=part,tense=past)",2,2,260,101023
Algemeen Dagblad,waardig,waardige,"aa(degree=pos,position=prenom,formal=infl-e)",2,2,260,101023
Algemeen Dagblad,dader,dader,"nou-c(gender=f|m,number=sg)",2,1,260,101023
Algemeen Dagblad,schell,schell,nou-p(part-of-multiword=true),2,1,260,101023
De Volkskrant,misleidend,misleidende,"aa(degree=pos,position=prenom,formal=infl-e)",2,2,63,38193
De Volkskrant,geweldig,geweldige,"aa(degree=pos,position=prenom,formal=infl-e)",2,1,63,38193
Het Parool,front,front,"nou-c(gender=n,number=sg)",2,1,36,22852
De Volkskrant,zevenvoudig,zevenvoudig,"aa(degree=pos,position=adv|pred)",2,1,63,38193
Algemeen Dagblad,halen,haalden,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",2,2,260,101023
Het Parool,binnenlands,binnenlandse,"aa(degree=pos,position=prenom,formal=infl-e)",2,2,36,22852
Algemeen Dagblad,lui,luie,"aa(degree=pos,position=prenom,formal=infl-e)",2,2,260,101023
Trouw,129,129,"num(type=card,position=prenom)",2,1,66,33056
De Volkskrant,toneel,toneel,"nou-c(gender=n,number=sg)",2,1,63,38193
Trouw,onwenselijk,onwenselijk,"aa(degree=pos,position=adv|pred)",2,2,66,33056
De Volkskrant,patriot,patriot,nou-p(number=sg),2,2,63,38193
Algemeen Dagblad,basisschool,basisschool,"nou-c(gender=f|m,number=sg)",2,2,260,101023
NRC,specifiek,specifieke,"aa(degree=pos,position=prenom,formal=infl-e)",2,2,76,38378
De Volkskrant,vereiste,vereiste,"nou-c(gender=f|m,number=sg)",2,2,63,38193
NRC,inruilen,ingeruild,"vrb(finiteness=part,tense=past)",2,2,76,38378
Algemeen Dagblad,tatoeeren,getatoeeerd,"vrb(finiteness=part,tense=past)",2,2,260,101023
NRC,generaal,generaal,"nou-c(gender=f|m,number=sg)",2,1,76,38378
Algemeen Dagblad,ad-columnist,ad-columnist,"nou-c(gender=f|m,number=sg)",2,2,260,101023
NRC,krijgen,gekregen,"vrb(finiteness=part,tense=past)",2,2,76,38378
NRC,onbehoorlijk,onbehoorlijk,"aa(degree=pos,position=adv|pred)",2,1,76,38378
Trouw,specifiek,specifiek,"aa(degree=pos,position=adv|pred)",2,1,66,33056
De Volkskrant,elite,elite,"nou-c(gender=f|m,number=sg)",2,1,63,38193
Trouw,loon,lonen,nou-c(number=pl),2,1,66,33056
Algemeen Dagblad,negatief,negatief,"aa(degree=pos,position=prenom)",2,2,260,101023
Het Parool,proberen,probeer,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",2,1,36,22852
De Volkskrant,indrukwekkend,indrukwekkende,"aa(degree=pos,position=prenom,formal=infl-e)",2,2,63,38193
Algemeen Dagblad,manier,manieren,nou-c(number=pl),2,2,260,101023
De Volkskrant,afp,afp,nou-p(number=sg),2,2,63,38193
Algemeen Dagblad,lentsch,lentsch,nou-p(part-of-multiword=true),2,1,260,101023
Trouw,waarvan,waarvan,adv(),2,2,66,33056
Het Parool,besluiten,besluit,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",2,1,36,22852
Het Parool,nihs,nihs,nou-p(number=sg),2,1,36,22852
NRC,derde,derden,"nou-c(gender=f|m,number=pl)",2,2,76,38378
Trouw,bak,bakken,nou-c(number=pl),2,2,66,33056
Trouw,herdenking,herdenking,"nou-c(gender=f|m,number=sg)",2,1,66,33056
Trouw,openen,opende,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",2,2,66,33056
NRC,fout,fout,"aa(degree=pos,position=adv|pred)",2,2,76,38378
Algemeen Dagblad,voorburg,voorburg,nou-p(number=sg),2,2,260,101023
Het Parool,vliegtuig,vliegtuigen,nou-c(number=pl),2,1,36,22852
Algemeen Dagblad,kandidaat,kandidaten,nou-c(number=pl),2,2,260,101023
Trouw,overigens,overigens,adv(),2,2,66,33056
NRC,oranj,oranje,"aa(degree=pos,position=prenom,formal=infl-e)",2,1,76,38378
NRC,zetten,zetten,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",2,2,76,38378
Trouw,fijnhakken,fijngehakt,"vrb(finiteness=part,tense=past)",2,1,66,33056
Algemeen Dagblad,vertellen,vertel,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",2,2,260,101023
Het Parool,prostituee,prostituees,nou-c(number=pl),2,1,36,22852
Trouw,generaal,generaal,"nou-c(gender=f|m,number=sg)",2,1,66,33056
Trouw,taak,taken,nou-c(number=pl),2,2,66,33056
Trouw,energiecoach,energiecoach,"nou-c(gender=f|m,number=sg)",2,1,66,33056
De Volkskrant,"0,3","0,3","num(type=card,position=prenom)",2,1,63,38193
NRC,garfielden,garfield,"vrb(finiteness=part,tense=past)",2,1,76,38378
NRC,zelfcontrole,zelfcontrole,"nou-c(gender=f|m,number=sg)",2,1,76,38378
Algemeen Dagblad,catch,catch,res(type=for),2,1,260,101023
Algemeen Dagblad,voorgrond,voorgrond,"nou-c(gender=f|m,number=sg)",2,2,260,101023
NRC,presentator,presentator,"nou-c(gender=f|m,number=sg)",2,1,76,38378
De Volkskrant,morris,morris,nou-p(part-of-multiword=true),2,1,63,38193
Het Parool,herkenbaar,herkenbaar,"aa(degree=pos,position=adv|pred)",2,1,36,22852
Algemeen Dagblad,zakje,zakjes,nou-c(number=pl),2,1,260,101023
Algemeen Dagblad,groenlinks,groenlinks,nou-p(number=sg),2,2,260,101023
NRC,onder,onder,adp(type=post),2,2,76,38378
NRC,zestiger,zestiger,"nou-c(gender=f|m,number=sg)",2,1,76,38378
De Volkskrant,stuur,stuur,"nou-c(gender=n,number=sg)",2,1,63,38193
NRC,2003,2003,"num(type=card,position=oth|pred)",2,2,76,38378
NRC,beeldje,beeldjes,nou-c(number=pl),2,1,76,38378
De Volkskrant,overdrijven,overdreven,"vrb(finiteness=part,tense=past)",2,2,63,38193
De Volkskrant,overbrengen,overbrengen,vrb(finiteness=ger|inf),2,2,63,38193
Trouw,1955,1955,"num(type=card,position=oth|pred)",2,1,66,33056
Algemeen Dagblad,egberts,egberts,nou-p(part-of-multiword=true),2,2,260,101023
NRC,betalen,betaalde,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",2,2,76,38378
Algemeen Dagblad,congres,congres,"nou-c(gender=n,number=sg)",2,1,260,101023
Algemeen Dagblad,82,82,"num(type=card,position=prenom)",2,2,260,101023
NRC,filmster,filmster,"nou-c(gender=f|m,number=sg)",2,2,76,38378
NRC,halverwege,halverwege,adv(),2,2,76,38378
De Volkskrant,what,what,res(type=for),2,2,63,38193
De Volkskrant,kort,kort,"aa(degree=pos,position=prenom)",2,2,63,38193
De Volkskrant,fors,fors,"aa(degree=pos,position=adv|pred)",2,2,63,38193
Algemeen Dagblad,broek,broek,nou-p(part-of-multiword=true),2,2,260,101023
Algemeen Dagblad,traditie,tradities,nou-c(number=pl),2,2,260,101023
NRC,zingen,gezongen,"vrb(finiteness=part,tense=past)",2,1,76,38378
Trouw,rachel,rachel,nou-p(number=sg),2,1,66,33056
Het Parool,rij,rij,"nou-c(gender=f|m,number=sg)",2,2,36,22852
Het Parool,italiaan,italiaan,nou-p(number=sg),2,1,36,22852
De Volkskrant,projectleider,projectleider,"nou-c(gender=f|m,number=sg)",2,2,63,38193
Algemeen Dagblad,aanzienlijk,aanzienlijk,"aa(degree=pos,position=prenom)",2,2,260,101023
NRC,braindrain,braindrain,"nou-c(gender=f|m,number=sg)",2,1,76,38378
Het Parool,kattenburgervaart,kattenburgervaart,nou-p(number=sg),2,1,36,22852
Trouw,z'ers,z'ers,nou-p(number=sg),2,1,66,33056
Algemeen Dagblad,gebruiksvriendelijk,gebruiksvriendelijker,"aa(degree=comp,position=adv|pred)",2,1,260,101023
Algemeen Dagblad,pc,pc,"nou-c(gender=f|m,number=sg)",2,2,260,101023
Algemeen Dagblad,poort,poorten,nou-c(number=pl),2,2,260,101023
Trouw,frequent,frequent,"aa(degree=pos,position=adv|pred)",2,2,66,33056
Trouw,bas,bas,nou-p(part-of-multiword=true),2,2,66,33056
Algemeen Dagblad,65,65,"num(type=card,position=oth|pred)",2,2,260,101023
Algemeen Dagblad,gedurfd,gedurfde,"aa(degree=pos,position=prenom,formal=infl-e)",2,1,260,101023
NRC,lezen,lezen,vrb(finiteness=ger|inf),2,2,76,38378
Algemeen Dagblad,journalist/presentator,journalist/presentator,"nou-c(gender=f|m,number=sg)",2,2,260,101023
Algemeen Dagblad,bestelbus,bestelbus,"nou-c(gender=f|m,number=sg)",2,2,260,101023
Algemeen Dagblad,al-qaeda,al-qaeda,nou-p(number=sg),2,1,260,101023
Algemeen Dagblad,voorkeursrecht,voorkeursrecht,"nou-c(gender=n,number=sg)",2,2,260,101023
NRC,verschijnen,verscheen,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",2,2,76,38378
Algemeen Dagblad,greenwashing,greenwashing,"nou-c(gender=f|m,number=sg)",2,1,260,101023
Algemeen Dagblad,zetten,zette,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",2,2,260,101023
Trouw,buschauffeur,buschauffeur,"nou-c(gender=f|m,number=sg)",2,1,66,33056
NRC,brengen,brengt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",2,2,76,38378
De Volkskrant,jaarlijks,jaarlijkse,"aa(degree=pos,position=prenom,formal=infl-e)",2,2,63,38193
Het Parool,ombrengen,omgebracht,"vrb(finiteness=part,tense=past)",2,1,36,22852
De Volkskrant,schoenenverkoper,schoenenverkoper,"nou-c(gender=f|m,number=sg)",2,1,63,38193
NRC,fashar,fashar,nou-p(number=sg),2,1,76,38378
De Volkskrant,design,design,nou-p(part-of-multiword=true),2,1,63,38193
Algemeen Dagblad,aanwijzen,aangewezen,"vrb(finiteness=part,tense=past)",2,2,260,101023
Algemeen Dagblad,zege,zege,"nou-c(gender=f|m,number=sg)",2,2,260,101023
Algemeen Dagblad,hit,hit,"nou-c(gender=f|m,number=sg)",2,2,260,101023
NRC,lopen,liep,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",2,2,76,38378
Algemeen Dagblad,chinees,chinezen,nou-c(number=pl),2,2,260,101023
Algemeen Dagblad,assistent,assistent,"nou-c(gender=f|m,number=sg)",2,2,260,101023
De Volkskrant,deeper,deeper,nou-p(part-of-multiword=true),2,1,63,38193
Algemeen Dagblad,rasp,rasp,"nou-c(gender=f|m,number=sg)",2,1,260,101023
De Volkskrant,middelvinger,middelvinger,"nou-c(gender=f|m,number=sg)",2,1,63,38193
Algemeen Dagblad,18.00,18.00,res(type=sym),2,2,260,101023
Algemeen Dagblad,vijfvoud,vijfvoud,"nou-c(gender=n,number=sg)",2,1,260,101023
De Volkskrant,bezoekersaantal,bezoekersaantal,"nou-c(gender=n,number=sg)",2,1,63,38193
Trouw,gegeven,gegeven,"aa(position=prenom,degree=pos)",2,2,66,33056
NRC,idealistisch,idealistisch,"aa(degree=pos,position=adv|pred)",2,1,76,38378
Het Parool,volledig,volledig,"aa(degree=pos,position=adv|pred)",2,2,36,22852
De Volkskrant,spielerei,spielerei,"nou-c(gender=f|m,number=sg)",2,1,63,38193
De Volkskrant,ronnie,ronnie,nou-p(number=sg),2,1,63,38193
De Volkskrant,verwachten,verwacht,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",2,2,63,38193
De Volkskrant,alcohol,alcohol,"nou-c(gender=f|m,number=sg)",2,1,63,38193
Trouw,basispakket,basispakket,"nou-c(gender=n,number=sg)",2,1,66,33056
Het Parool,rest,rest,"nou-c(gender=f|m,number=sg)",2,2,36,22852
Trouw,medewerker,medewerkers,nou-c(number=pl),2,2,66,33056
De Volkskrant,woningmarkt,woningmarkt,"nou-c(gender=f|m,number=sg)",2,2,63,38193
De Volkskrant,maag,maag,"nou-c(gender=f|m,number=sg)",2,1,63,38193
De Volkskrant,52,52,"num(type=card,position=oth|pred)",2,2,63,38193
De Volkskrant,typetje,typetjes,nou-c(number=pl),2,2,63,38193
NRC,warm,warm,"aa(degree=pos,position=adv|pred)",2,2,76,38378
Algemeen Dagblad,veelal,veelal,adv(),2,2,260,101023
NRC,liggen,liggen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",2,2,76,38378
NRC,schrijven,schrijven,vrb(finiteness=ger|inf),2,2,76,38378
Algemeen Dagblad,landelijk,landelijk,"aa(degree=pos,position=prenom)",2,2,260,101023
NRC,duits,duits,nou-p(number=sg),2,1,76,38378
Trouw,partijkantoor,partijkantoor,"nou-c(gender=n,number=sg)",2,1,66,33056
Trouw,halen,gehaald,"vrb(finiteness=part,tense=past)",2,2,66,33056
De Volkskrant,weleens,weleens,adv(),2,2,63,38193
Algemeen Dagblad,drukken,drukte,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",2,2,260,101023
De Volkskrant,uitgave,uitgaven,nou-c(number=pl),2,1,63,38193
Algemeen Dagblad,verlopen,verlopen,vrb(finiteness=ger|inf),2,2,260,101023
De Volkskrant,adviesbureau,adviesbureau,"nou-c(gender=n,number=sg)",2,1,63,38193
De Volkskrant,zak,zakken,nou-c(number=pl),2,1,63,38193
NRC,oktober,oktober,nou-p(number=sg),2,2,76,38378
De Volkskrant,set,set,"nou-c(gender=f|m,number=sg)",2,1,63,38193
NRC,schrijven,schrijven,"nou-c(gender=n,number=sg)",2,2,76,38378
Trouw,voorstel,voorstellen,nou-c(number=pl),2,2,66,33056
NRC,vlak,vlakken,nou-c(number=pl),2,2,76,38378
Het Parool,compositie,compositie,"nou-c(gender=f|m,number=sg)",2,1,36,22852
Trouw,oneens,oneens,"aa(degree=pos,position=adv|pred)",2,2,66,33056
Algemeen Dagblad,brandstof,brandstof,"nou-c(gender=f|m,number=sg)",2,2,260,101023
Algemeen Dagblad,zeshonderd,zeshonderd,"num(type=card,position=prenom)",2,2,260,101023
Trouw,pakken,pakt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",2,1,66,33056
Algemeen Dagblad,clean,clean,"aa(degree=pos,position=adv|pred)",2,1,260,101023
Algemeen Dagblad,my,my,res(type=for),2,2,260,101023
Algemeen Dagblad,kosten,kosten,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",2,2,260,101023
Algemeen Dagblad,exploitatie,exploitatie,"nou-c(gender=f|m,number=sg)",2,2,260,101023
Algemeen Dagblad,clean,clean,"aa(degree=pos,position=prenom)",2,1,260,101023
Het Parool,vertellen,verteld,"vrb(finiteness=part,tense=past)",2,1,36,22852
Algemeen Dagblad,rijden,rijd,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",2,2,260,101023
Algemeen Dagblad,aanklot,aankloten,nou-c(number=pl),2,1,260,101023
De Volkskrant,start,start,"nou-c(gender=f|m,number=sg)",2,2,63,38193
NRC,politiek,politiek,"nou-c(gender=f|m,number=sg)",2,2,76,38378
Het Parool,melding,melding,"nou-c(gender=f|m,number=sg)",2,1,36,22852
De Volkskrant,keren,keerden,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",2,2,63,38193
Algemeen Dagblad,drees,drees,nou-p(part-of-multiword=true),2,1,260,101023
De Volkskrant,2012,2012,"num(type=card,position=oth|pred)",2,1,63,38193
NRC,dier,dier,"nou-c(gender=n,number=sg)",2,2,76,38378
De Volkskrant,zien,zagen,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",2,2,63,38193
De Volkskrant,cello,cello,"nou-c(gender=f|m,number=sg)",2,1,63,38193
Trouw,mezelf,mezelf,adv(),2,1,66,33056
De Volkskrant,palestijn,palestijnen,nou-c(number=pl),2,1,63,38193
Het Parool,halen,halen,vrb(finiteness=ger|inf),2,2,36,22852
Trouw,belangenverstrengeling,belangenverstrengeling,"nou-c(gender=f|m,number=sg)",2,2,66,33056
De Volkskrant,menen,meent,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",2,2,63,38193
Algemeen Dagblad,neuss,neuss,nou-p(number=sg),2,1,260,101023
NRC,midden,midden,"nou-c(gender=n,number=sg)",2,1,76,38378
Het Parool,overtreding,overtreding,"nou-c(gender=f|m,number=sg)",2,2,36,22852
Algemeen Dagblad,zondagavond,zondagavond,"nou-c(gender=f|m,number=sg)",2,2,260,101023
Algemeen Dagblad,voeren,voeren,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",2,2,260,101023
Algemeen Dagblad,dollar,dollar,"nou-c(gender=f|m,number=sg)",2,2,260,101023
Het Parool,zin,zinnen,nou-c(number=pl),2,1,36,22852
Trouw,bekostigd,bekostigde,"aa(position=prenom,formal=infl-e,degree=pos)",2,1,66,33056
Algemeen Dagblad,nederlands,nederlands,nou-p(number=sg),2,2,260,101023
Algemeen Dagblad,importeur,importeur,"nou-c(gender=f|m,number=sg)",2,1,260,101023
Algemeen Dagblad,wijkhub,wijkhub,"nou-c(gender=f|m,number=sg)",2,1,260,101023
Algemeen Dagblad,energiebedrijf,energiebedrijf,"nou-c(gender=n,number=sg)",2,1,260,101023
De Volkskrant,interesseren,geinteresseerd,"vrb(finiteness=part,tense=past)",2,1,63,38193
Het Parool,burgemeester,burgemeesters,nou-c(number=pl),2,1,36,22852
Het Parool,okhuizen,okhuizen,nou-p(part-of-multiword=true),2,1,36,22852
Algemeen Dagblad,patricia,patricia,nou-p(part-of-multiword=true),2,1,260,101023
NRC,litebit,litebit,nou-p(number=sg),2,1,76,38378
NRC,erachter,erachter,adv(),2,2,76,38378
Algemeen Dagblad,mede-eigenaar,mede-eigenaar,"nou-c(gender=f|m,number=sg)",2,2,260,101023
Trouw,bereid,bereid,"aa(degree=pos,position=adv|pred)",2,2,66,33056
Algemeen Dagblad,voldoen,voldoet,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",2,2,260,101023
Trouw,hangen,hangen,vrb(finiteness=ger|inf),2,2,66,33056
Algemeen Dagblad,odesa,odesa,nou-p(number=sg),2,1,260,101023
Algemeen Dagblad,aanwaaien,aanwaaien,vrb(finiteness=ger|inf),2,1,260,101023
De Volkskrant,nota,nota,res(type=for),2,2,63,38193
NRC,luxemburg,luxemburg,nou-p(number=sg),2,1,76,38378
Algemeen Dagblad,besef,besef,"nou-c(gender=n,number=sg)",2,2,260,101023
Algemeen Dagblad,arbeidsmigrant,arbeidsmigrant,"nou-c(gender=f|m,number=sg)",2,2,260,101023
De Volkskrant,misrekening,misrekening,"nou-c(gender=f|m,number=sg)",2,2,63,38193
Algemeen Dagblad,59-jarig,59-jarige,"aa(degree=pos,position=prenom,formal=infl-e)",2,2,260,101023
Trouw,eindelijk,eindelijk,"aa(degree=pos,position=adv|pred)",2,2,66,33056
Algemeen Dagblad,intimidatie,intimidatie,"nou-c(gender=f|m,number=sg)",2,2,260,101023
Algemeen Dagblad,district8,district8,res(type=sym),2,2,260,101023
NRC,curriculum,curriculum,"nou-c(gender=n,number=sg)",2,1,76,38378
Trouw,grijpen,gegrepen,"vrb(finiteness=part,tense=past)",2,2,66,33056
NRC,lpf,lpf,nou-p(number=sg),2,1,76,38378
Het Parool,draagvlak,draagvlak,"nou-c(gender=n,number=sg)",2,2,36,22852
Algemeen Dagblad,begrijpen,begreep,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",2,1,260,101023
Trouw,initiatief,initiatieven,nou-c(number=pl),2,2,66,33056
Algemeen Dagblad,hindernis,hindernissen,nou-c(number=pl),2,2,260,101023
De Volkskrant,keihard,keihard,"aa(degree=pos,position=adv|pred)",2,2,63,38193
De Volkskrant,maat,maat,"nou-c(gender=f|m,number=sg)",2,2,63,38193
Algemeen Dagblad,fantastisch,fantastisch,"aa(degree=pos,position=adv|pred)",2,2,260,101023
De Volkskrant,le,le,nou-p(part-of-multiword=true),2,2,63,38193
Trouw,thema,thema,"nou-c(gender=n,number=sg)",2,2,66,33056
Trouw,klant,klanten,nou-c(number=pl),2,2,66,33056
Trouw,betalen,betaalde,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",2,2,66,33056
Algemeen Dagblad,variant,varianten,nou-c(number=pl),2,2,260,101023
Algemeen Dagblad,2000,2000,"num(type=card,position=oth|pred)",2,2,260,101023
Trouw,halverwege,halverwege,adv(),2,2,66,33056
Het Parool,middag,middag,"nou-c(gender=f|m,number=sg)",2,2,36,22852
Het Parool,opvallen,opvallend,"vrb(finiteness=part,tense=pres)",2,2,36,22852
Algemeen Dagblad,voordelig,voordelige,"aa(degree=pos,position=prenom,formal=infl-e)",2,2,260,101023
De Volkskrant,knopje,knopjes,nou-c(number=pl),2,1,63,38193
De Volkskrant,comedy,comedy,"nou-c(gender=f|m,number=sg)",2,2,63,38193
Algemeen Dagblad,pak,pak,"nou-c(gender=n,number=sg)",2,1,260,101023
NRC,onethisch,onethisch,"aa(degree=pos,position=prenom)",2,1,76,38378
NRC,huisvesting,huisvesting,"nou-c(gender=f|m,number=sg)",2,1,76,38378
De Volkskrant,shoah,shoah,"nou-c(gender=f|m,number=sg)",2,1,63,38193
Trouw,geheel,geheel,"aa(degree=pos,position=adv|pred)",2,2,66,33056
De Volkskrant,signaal,signaal,"nou-c(gender=n,number=sg)",2,1,63,38193
Algemeen Dagblad,fm,fm,nou-p(number=sg),2,1,260,101023
NRC,omhoog,omhoog,adv(),2,2,76,38378
Algemeen Dagblad,lijden,lijden,vrb(finiteness=ger|inf),2,1,260,101023
NRC,idealistisch,idealistische,"aa(degree=pos,position=prenom,formal=infl-e)",2,2,76,38378
NRC,les,les,"nou-c(gender=f|m,number=sg)",2,2,76,38378
Algemeen Dagblad,waarmaken,waarmaken,vrb(finiteness=ger|inf),2,2,260,101023
Trouw,begrijpen,begrepen,"vrb(finiteness=part,tense=past)",2,2,66,33056
Trouw,oosterhuis,oosterhuis,nou-p(part-of-multiword=true),2,2,66,33056
De Volkskrant,concern,concern,"nou-c(gender=n,number=sg)",2,2,63,38193
De Volkskrant,opleggen,opleggen,vrb(finiteness=ger|inf),2,1,63,38193
Algemeen Dagblad,aanwakkeren,aangewakkerd,"vrb(finiteness=part,tense=past)",2,1,260,101023
Algemeen Dagblad,ongelofelijk,ongelofelijk,"aa(degree=pos,position=adv|pred)",2,2,260,101023
NRC,rood,rood,nou-c(number=sg),2,2,76,38378
Algemeen Dagblad,opvangorganisatie,opvangorganisatie,"nou-c(gender=f|m,number=sg)",2,2,260,101023
Algemeen Dagblad,halsema,halsema,nou-p(part-of-multiword=true),2,2,260,101023
Het Parool,kloppen,klopt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",2,2,36,22852
Algemeen Dagblad,vulpen,vulpen,nou-p(part-of-multiword=true),2,1,260,101023
Algemeen Dagblad,ervaren,ervaren,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",2,2,260,101023
NRC,afsluiter,afsluiter,"nou-c(gender=f|m,number=sg)",2,1,76,38378
De Volkskrant,boosheid,boosheid,"nou-c(gender=f|m,number=sg)",2,2,63,38193
Het Parool,podcast,podcast,"nou-c(gender=f|m,number=sg)",2,1,36,22852
Algemeen Dagblad,overzichtelijk,overzichtelijk,"aa(degree=pos,position=adv|pred)",2,2,260,101023
NRC,kopen,kocht,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",2,2,76,38378
Algemeen Dagblad,bewaken,bewaken,"nou-c(gender=n,number=sg)",2,1,260,101023
Algemeen Dagblad,17,17,"num(type=card,position=prenom)",2,2,260,101023
NRC,driekwart,driekwart,"aa(degree=pos,position=prenom)",2,2,76,38378
Algemeen Dagblad,frans,franse,"aa(degree=pos,position=prenom,formal=infl-e)",2,1,260,101023
NRC,blij,blij,"aa(degree=pos,position=adv|pred)",2,2,76,38378
NRC,overtuigen,overtuigend,"vrb(finiteness=part,tense=pres)",2,2,76,38378
NRC,schenden,geschonden,"vrb(finiteness=part,tense=past)",2,2,76,38378
Algemeen Dagblad,schilthuizen,schilthuizen,nou-p(part-of-multiword=true),2,2,260,101023
