document: titleLevel2,hit text: lemma,hit text: word,hit text: pos_full,count,numberOfDocs,subcorpusSize.documents,subcorpusSize.numberOfTokens
De Ware Tijd,pakistaans,pakistaanse,"aa(degree=pos,position=prenom,formal=infl-e)",4,2,76,28561
Het Nieuwsblad,bouwen,bouwden,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",4,4,954,142827
Het Nieuwsblad,stellen,stel,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",4,4,954,142827
Het Belang van Limburg,stalenstraat,stalenstraat,nou-p(number=sg),4,1,81,8993
De Standaard,vast,vaste,"aa(degree=pos,position=prenom,formal=infl-e)",4,4,148,48749
Het Nieuwsblad,werken,werkten,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",4,4,954,142827
Het Nieuwsblad,verkeersdode,verkeersdoden,nou-c(number=pl),4,3,954,142827
Het Nieuwsblad,feestzaal,feestzaal,"nou-c(gender=f|m,number=sg)",4,4,954,142827
Het Nieuwsblad,snelheidscontrole,snelheidscontrole,"nou-c(gender=f|m,number=sg)",4,4,954,142827
Gazet van Antwerpen,eten,eten,vrb(finiteness=ger|inf),4,3,229,28264
Het Nieuwsblad,beslissend,beslissende,"aa(degree=pos,position=prenom,formal=infl-e)",4,4,954,142827
Het Nieuwsblad,organiseren,organiseerde,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",4,4,954,142827
De Ware Tijd,16,16,"num(type=card,position=prenom)",4,4,76,28561
De Ware Tijd,16,16,"num(type=card,position=oth|pred)",4,4,76,28561
Het Nieuwsblad,maat,maat,"nou-c(gender=f|m,number=sg)",4,4,954,142827
Gazet van Antwerpen,komen,kom,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",4,3,229,28264
Het Nieuwsblad,provincie,provincies,nou-c(number=pl),4,2,954,142827
De Standaard,kwaad,kwaad,"aa(degree=pos,position=adv|pred)",4,2,148,48749
De Ware Tijd,commissaris,commissarissen,nou-c(number=pl),4,4,76,28561
Gazet van Antwerpen,kosten,kost,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",4,4,229,28264
De Ware Tijd,weten,weten,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",4,4,76,28561
Het Nieuwsblad,vervoersmiddel,vervoersmiddel,"nou-c(gender=n,number=sg)",4,2,954,142827
De Standaard,moeilijk,moeilijker,"aa(degree=comp,position=adv|pred)",4,2,148,48749
Het Nieuwsblad,jb,jb,res(type=sym),4,1,954,142827
De Ware Tijd,vanmorgen,vanmorgen,adv(),4,2,76,28561
De Ware Tijd,slm-directeur,slm-directeur,"nou-c(gender=f|m,number=sg)",4,2,76,28561
Het Nieuwsblad,11september,11september,res(type=sym),4,4,954,142827
Het Nieuwsblad,11september,11september,nou-p(number=sg),4,4,954,142827
Het Nieuwsblad,minste,minste,"pd(type=indef,position=pron)",4,4,954,142827
Gazet van Antwerpen,onderzoeken,onderzoeken,vrb(finiteness=ger|inf),4,4,229,28264
De Standaard,onderhandelen,onderhandeld,"vrb(finiteness=part,tense=past)",4,4,148,48749
De Standaard,madrid,madrid,nou-p(number=sg),4,2,148,48749
Het Nieuwsblad,bieden,biedt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",4,4,954,142827
Het Nieuwsblad,n16,n16,res(type=sym),4,4,954,142827
Het Nieuwsblad,correct,correct,"aa(degree=pos,position=adv|pred)",4,4,954,142827
Het Nieuwsblad,liefhebber,liefhebbers,nou-c(number=pl),4,4,954,142827
Gazet van Antwerpen,winnen,gewonnen,"vrb(finiteness=part,tense=past)",4,4,229,28264
De Standaard,leren,leert,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",4,3,148,48749
Het Nieuwsblad,seniorennamiddag,seniorennamiddagen,nou-c(number=pl),4,2,954,142827
De Ware Tijd,willen,wilde,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",4,2,76,28561
De Standaard,afghaans,afghaanse,"aa(degree=pos,position=prenom,formal=infl-e)",4,2,148,48749
Het Nieuwsblad,voldoen,voldoen,vrb(finiteness=ger|inf),4,4,954,142827
De Standaard,toezicht,toezicht,"nou-c(gender=n,number=sg)",4,2,148,48749
De Ware Tijd,geheel,geheel,"aa(degree=pos,position=adv|pred)",4,4,76,28561
Het Nieuwsblad,doorbrengen,doorbrengen,vrb(finiteness=ger|inf),4,4,954,142827
De Standaard,sloot,sloot,nou-p(part-of-multiword=true),4,1,148,48749
Het Nieuwsblad,onzekerheid,onzekerheid,"nou-c(gender=f|m,number=sg)",4,4,954,142827
De Standaard,ruilsysteem,ruilsysteem,"nou-c(gender=n,number=sg)",4,1,148,48749
Het Nieuwsblad,goedkeuring,goedkeuring,"nou-c(gender=f|m,number=sg)",4,4,954,142827
Het Nieuwsblad,campus,campus,"nou-c(gender=f|m,number=sg)",4,3,954,142827
De Ware Tijd,belang,belang,"nou-c(gender=n,number=sg)",4,4,76,28561
Het Nieuwsblad,omheining,omheining,"nou-c(gender=f|m,number=sg)",4,2,954,142827
De Ware Tijd,leren,leren,vrb(finiteness=ger|inf),4,3,76,28561
Het Nieuwsblad,openingsmatch,openingsmatch,"nou-c(gender=f|m,number=sg)",4,4,954,142827
Het Nieuwsblad,luikerstw,luikerstw,nou-p(number=sg),4,1,954,142827
De Standaard,gemeentebestuur,gemeentebesturen,nou-c(number=pl),4,3,148,48749
De Standaard,tijdelijk,tijdelijke,"aa(degree=pos,position=prenom,formal=infl-e)",4,2,148,48749
Het Belang van Limburg,eerder,eerder,adv(),4,4,81,8993
De Standaard,veld,veld,"nou-c(gender=n,number=sg)",4,2,148,48749
Het Nieuwsblad,vol,vol,"aa(degree=pos,position=prenom)",4,3,954,142827
Gazet van Antwerpen,kritiek,kritiek,"nou-c(gender=f|m,number=sg)",4,4,229,28264
Gazet van Antwerpen,doopcharter,doopcharter,"nou-c(gender=n,number=sg)",4,2,229,28264
De Ware Tijd,pleiten,pleit,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",4,4,76,28561
Het Nieuwsblad,molen,molens,nou-c(number=pl),4,2,954,142827
De Standaard,verlenging,verlenging,"nou-c(gender=f|m,number=sg)",4,4,148,48749
De Ware Tijd,kwaal,kwaal,"nou-c(gender=f|m,number=sg)",4,2,76,28561
Het Nieuwsblad,braderie,braderie,"nou-c(gender=f|m,number=sg)",4,4,954,142827
Het Nieuwsblad,boom,boom,"nou-c(gender=f|m,number=sg)",4,3,954,142827
De Ware Tijd,iii-cursus,iii-cursus,nou-p(number=sg),4,2,76,28561
De Ware Tijd,gelden,gelden,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",4,4,76,28561
De Ware Tijd,zonde,zonde,"nou-c(gender=f|m,number=sg)",4,2,76,28561
Het Nieuwsblad,verdacht,verdachten,nou-c(number=pl),4,2,954,142827
Het Nieuwsblad,gentenaar,gentenaar,nou-p(number=sg),4,4,954,142827
Het Nieuwsblad,vtm-programma,vtm-programma,"nou-c(gender=n,number=sg)",4,3,954,142827
Gazet van Antwerpen,staan,stonden,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",4,4,229,28264
De Ware Tijd,straf,straf,"nou-c(gender=f|m,number=sg)",4,2,76,28561
Het Nieuwsblad,record,record,"nou-c(gender=n,number=sg)",4,4,954,142827
De Ware Tijd,lieren,gelieerd,"vrb(finiteness=part,tense=past)",4,4,76,28561
De Standaard,zowat,zowat,adv(),4,4,148,48749
Het Nieuwsblad,zopas,zopas,adv(),4,4,954,142827
Het Nieuwsblad,mortsel,mortsel,nou-p(number=sg),4,3,954,142827
De Standaard,zeventien,zeventien,"num(type=card,position=prenom)",4,3,148,48749
Het Nieuwsblad,west-vlaams,west-vlaamse,"aa(degree=pos,position=prenom,formal=infl-e)",4,3,954,142827
Het Nieuwsblad,foutje,foutjes,nou-c(number=pl),4,4,954,142827
De Standaard,houden,gehouden,"vrb(finiteness=part,tense=past)",4,4,148,48749
Gazet van Antwerpen,stadion,stadion,"nou-c(gender=n,number=sg)",4,3,229,28264
De Ware Tijd,62,62,"num(type=card,position=oth|pred)",4,2,76,28561
Het Belang van Limburg,zoals,zoals,conj(type=sub),4,4,81,8993
De Ware Tijd,discussie,discussie,"nou-c(gender=f|m,number=sg)",4,2,76,28561
Het Nieuwsblad,nederlands,nederlands,nou-p(number=sg),4,3,954,142827
De Standaard,mto,mto,"nou-c(gender=f|m,number=sg)",4,2,148,48749
De Ware Tijd,beschermen,beschermen,vrb(finiteness=ger|inf),4,4,76,28561
De Standaard,zuid-afrikaans,zuid-afrikaanse,"aa(degree=pos,position=prenom,formal=infl-e)",4,1,148,48749
Gazet van Antwerpen,hiermee,hiermee,adv(),4,4,229,28264
Starnieuws,drie,drie,"num(type=card,position=prenom)",4,3,11,3035
De Ware Tijd,miss,miss,res(type=for),4,2,76,28561
Het Belang van Limburg,cel,cel,"nou-c(gender=f|m,number=sg)",4,2,81,8993
De Ware Tijd,zodat,zodat,conj(type=sub),4,2,76,28561
Gazet van Antwerpen,union,union,res(type=for),4,4,229,28264
De Standaard,televisie,televisie,"nou-c(gender=f|m,number=sg)",4,4,148,48749
De Ware Tijd,vervuiling,vervuiling,"nou-c(gender=f|m,number=sg)",4,2,76,28561
Het Nieuwsblad,dennis,dennis,nou-p(part-of-multiword=true),4,3,954,142827
Gazet van Antwerpen,reden,reden,"nou-c(gender=f|m,number=sg)",4,4,229,28264
Het Nieuwsblad,veld,velden,nou-c(number=pl),4,4,954,142827
De Ware Tijd,instantie,instantie,"nou-c(gender=f|m,number=sg)",4,4,76,28561
Het Nieuwsblad,+10,+10,res(type=sym),4,1,954,142827
Het Nieuwsblad,digitaal,digitale,"aa(degree=pos,position=prenom,formal=infl-e)",4,4,954,142827
De Standaard,contract,contract,"nou-c(gender=n,number=sg)",4,3,148,48749
Gazet van Antwerpen,moeilijk,moeilijk,"aa(degree=pos,position=adv|pred)",4,4,229,28264
De Ware Tijd,eeuw,eeuw,"nou-c(gender=f|m,number=sg)",4,4,76,28561
De Ware Tijd,uitgeven,uitgegeven,"aa(position=prenom,degree=pos)",4,4,76,28561
Het Nieuwsblad,dier,dier,"nou-c(gender=n,number=sg)",4,4,954,142827
Het Nieuwsblad,steevast,steevast,"aa(degree=pos,position=adv|pred)",4,4,954,142827
De Standaard,goedkoop,goedkoop,"aa(degree=pos,position=adv|pred)",4,4,148,48749
Het Nieuwsblad,borkelmans,borkelmans,nou-p(part-of-multiword=true),4,2,954,142827
Het Nieuwsblad,beton,beton,"nou-c(gender=n,number=sg)",4,4,954,142827
Het Nieuwsblad,vleugel,vleugels,nou-c(number=pl),4,3,954,142827
De Standaard,nelissen,nelissen,nou-p(part-of-multiword=true),4,2,148,48749
De Standaard,derde,derde,"nou-c(gender=f|m|n,number=sg)",4,3,148,48749
De Standaard,vgc,vgc,nou-p(number=sg),4,1,148,48749
Gazet van Antwerpen,lokaal,lokale,"aa(degree=pos,position=prenom,formal=infl-e)",4,4,229,28264
Het Belang van Limburg,ons,ons,"pd(type=pers|refl,person=1,number=pl,position=pron,case=acc|dat)",4,4,81,8993
Het Nieuwsblad,troef,troef,"nou-c(gender=f|m,number=sg)",4,4,954,142827
Het Nieuwsblad,verwarring,verwarring,"nou-c(gender=f|m,number=sg)",4,4,954,142827
Gazet van Antwerpen,school,school,"nou-c(gender=f|m,number=sg)",4,4,229,28264
Het Nieuwsblad,defensief,defensieve,"aa(degree=pos,position=prenom,formal=infl-e)",4,4,954,142827
Het Nieuwsblad,eenvoudig,eenvoudige,"aa(degree=pos,position=prenom,formal=infl-e)",4,4,954,142827
Het Nieuwsblad,voren,voren,adv(),4,4,954,142827
De Standaard,jacobs,jacobs,nou-p(part-of-multiword=true),4,2,148,48749
Gazet van Antwerpen,stijn,stijn,nou-p(part-of-multiword=true),4,2,229,28264
Gazet van Antwerpen,voedselopdracht,voedselopdrachten,nou-c(number=pl),4,2,229,28264
Gazet van Antwerpen,actief,actief,"aa(degree=pos,position=adv|pred)",4,4,229,28264
Het Nieuwsblad,joris,joris,nou-p(part-of-multiword=true),4,3,954,142827
De Ware Tijd,horen,hoor,"vrb(finiteness=fin,mood=imp|ind,tense=pres,number=sg)",4,4,76,28561
Het Nieuwsblad,receptie,receptie,"nou-c(gender=f|m,number=sg)",4,4,954,142827
Het Nieuwsblad,omtrent,omtrent,adp(type=pre),4,3,954,142827
Gazet van Antwerpen,meter,meter,"nou-c(gender=f|m,number=sg)",4,4,229,28264
Het Belang van Limburg,huis,huis,"nou-c(gender=n,number=sg)",4,4,81,8993
De Ware Tijd,awailame,awailame,nou-p(number=sg),4,2,76,28561
De Ware Tijd,verliezen,verloor,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",4,4,76,28561
Het Nieuwsblad,1.000m,1.000m,"nou-c(gender=f|m,number=sg)",4,1,954,142827
Het Nieuwsblad,19u,19u,res(type=sym),4,1,954,142827
Het Nieuwsblad,koffi,koffi,nou-p(number=sg),4,1,954,142827
Het Nieuwsblad,gelijk,gelijke,"aa(degree=pos,position=prenom,formal=infl-e)",4,4,954,142827
De Ware Tijd,liefde,liefde,"nou-c(gender=f|m,number=sg)",4,2,76,28561
De Standaard,vol,volle,"aa(degree=pos,position=prenom,formal=infl-e)",4,4,148,48749
Het Nieuwsblad,eenvoudig,eenvoudig,"aa(degree=pos,position=adv|pred)",4,4,954,142827
Het Nieuwsblad,uitzien,uitzien,vrb(finiteness=ger|inf),4,4,954,142827
De Standaard,dak,dak,"nou-c(gender=n,number=sg)",4,2,148,48749
De Ware Tijd,interesseren,geinteresseerd,"vrb(finiteness=part,tense=past)",4,4,76,28561
Het Nieuwsblad,opdagen,opdagen,vrb(finiteness=ger|inf),4,4,954,142827
De Standaard,score,score,"nou-c(gender=f|m,number=sg)",4,2,148,48749
De Ware Tijd,ramdhan,ramdhan,nou-p(number=sg),4,2,76,28561
Het Nieuwsblad,verhouding,verhouding,"nou-c(gender=f|m,number=sg)",4,4,954,142827
Het Nieuwsblad,eten,eten,"nou-c(gender=n,number=sg)",4,4,954,142827
Gazet van Antwerpen,vliegend,vliegende,"aa(degree=pos,position=prenom,formal=infl-e)",4,1,229,28264
Gazet van Antwerpen,zitten,zitten,vrb(finiteness=ger|inf),4,4,229,28264
De Ware Tijd,ramdhan,ramdhan,res(type=for),4,2,76,28561
Het Belang van Limburg,bestuurder,bestuurder,"nou-c(gender=f|m,number=sg)",4,3,81,8993
Het Nieuwsblad,waeghe,waeghe,nou-p(part-of-multiword=true),4,2,954,142827
De Standaard,rechtbank,rechtbank,"nou-c(gender=f|m,number=sg)",4,2,148,48749
Het Nieuwsblad,vergen,vergt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",4,4,954,142827
De Ware Tijd,pakistan,pakistan,nou-p(number=sg),4,2,76,28561
Starnieuws,carrington,carrington,nou-p(number=sg),4,1,11,3035
De Standaard,tonen,tonen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",4,3,148,48749
Het Nieuwsblad,uitstel,uitstel,"nou-c(gender=n,number=sg)",4,3,954,142827
De Ware Tijd,vertegenwoordigen,vertegenwoordigd,"vrb(finiteness=part,tense=past)",4,2,76,28561
De Ware Tijd,vinden,vond,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",4,4,76,28561
De Standaard,ix35,ix35,"nou-c(gender=f|m,number=sg)",4,1,148,48749
Het Nieuwsblad,broll,broll,nou-p(number=sg),4,1,954,142827
De Standaard,veranderen,verandert,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",4,3,148,48749
Het Nieuwsblad,hooguit,hooguit,adv(),4,4,954,142827
Het Nieuwsblad,werkjaar,werkjaar,"nou-c(gender=n,number=sg)",4,4,954,142827
Gazet van Antwerpen,verdacht,verdachten,nou-c(number=pl),4,2,229,28264
Gazet van Antwerpen,bier,bier,"nou-c(gender=n,number=sg)",4,2,229,28264
De Standaard,around,around,res(type=for),4,1,148,48749
Het Nieuwsblad,70,70,"num(type=card,position=prenom)",4,4,954,142827
Het Nieuwsblad,diploma,diploma,"nou-c(gender=n,number=sg)",4,4,954,142827
Het Nieuwsblad,gelijktijdig,gelijktijdig,"aa(degree=pos,position=adv|pred)",4,3,954,142827
De Standaard,groot,grotere,"aa(degree=comp,position=prenom,formal=infl-e)",4,4,148,48749
Het Nieuwsblad,leven,leeft,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",4,3,954,142827
De Ware Tijd,vertegenwoordiging,vertegenwoordiging,"nou-c(gender=f|m,number=sg)",4,2,76,28561
Het Nieuwsblad,geel-meerhout,geel-meerhout,nou-p(number=sg),4,4,954,142827
Het Nieuwsblad,klusje,klusjes,nou-c(number=pl),4,2,954,142827
Gazet van Antwerpen,boom,boom,nou-p(number=sg),4,3,229,28264
De Ware Tijd,ondemocratisch,ondemocratisch,"aa(degree=pos,position=adv|pred)",4,2,76,28561
Het Nieuwsblad,draad,draad,"nou-c(gender=f|m,number=sg)",4,4,954,142827
De Ware Tijd,surinamerivier,surinamerivier,nou-p(number=sg),4,2,76,28561
Het Nieuwsblad,hard,harder,"aa(degree=comp,position=adv|pred)",4,4,954,142827
Het Belang van Limburg,niemand,niemand,"pd(type=indef,position=pron)",4,4,81,8993
Het Nieuwsblad,zetelen,zetelde,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",4,2,954,142827
Het Nieuwsblad,leman,leman,nou-p(number=sg),4,1,954,142827
Gazet van Antwerpen,omstreeks,omstreeks,adp(type=pre),4,3,229,28264
Het Nieuwsblad,oud,oud,"aa(degree=pos,position=adv|pred)",4,4,954,142827
De Ware Tijd,kost,kosten,nou-c(number=pl),4,4,76,28561
Het Belang van Limburg,goed,goed,"aa(degree=pos,position=adv|pred)",4,3,81,8993
De Ware Tijd,monetair,monetair,"aa(degree=pos,position=prenom)",4,1,76,28561
Het Nieuwsblad,verlichtingspaal,verlichtingspaal,"nou-c(gender=f|m,number=sg)",4,3,954,142827
De Ware Tijd,bedragen,bedraagt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",4,4,76,28561
De Standaard,driemaal,driemaal,adv(),4,1,148,48749
De Ware Tijd,sunil,sunil,nou-p(part-of-multiword=true),4,2,76,28561
Het Nieuwsblad,lekker,lekker,"aa(degree=pos,position=adv|pred)",4,4,954,142827
De Standaard,match,match,"nou-c(gender=f|m,number=sg)",4,1,148,48749
De Standaard,schoon,schone,"aa(degree=pos,position=prenom,formal=infl-e)",4,2,148,48749
De Ware Tijd,moeten,moesten,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",4,4,76,28561
Het Nieuwsblad,svetlana,svetlana,nou-p(number=sg),4,1,954,142827
De Ware Tijd,legaal,legale,"aa(degree=pos,position=prenom,formal=infl-e)",4,2,76,28561
De Ware Tijd,12,12,"num(type=card,position=oth|pred)",4,4,76,28561
Het Nieuwsblad,efficient,efficienter,"aa(degree=comp,position=adv|pred)",4,4,954,142827
Het Nieuwsblad,dienen,dienen,vrb(finiteness=ger|inf),4,4,954,142827
De Standaard,termont,termont,nou-p(number=sg),4,2,148,48749
Het Nieuwsblad,timothy,timothy,nou-p(part-of-multiword=true),4,2,954,142827
De Standaard,negen,negen,"num(type=card,position=prenom)",4,4,148,48749
Het Nieuwsblad,ontvreemden,ontvreemd,"vrb(finiteness=part,tense=past)",4,4,954,142827
Gazet van Antwerpen,baan,baan,"nou-c(gender=f|m,number=sg)",4,3,229,28264
De Standaard,proberen,proberen,vrb(finiteness=ger|inf),4,4,148,48749
Het Nieuwsblad,lastig,lastig,"aa(degree=pos,position=adv|pred)",4,4,954,142827
Gazet van Antwerpen,amper,amper,adv(),4,3,229,28264
Het Nieuwsblad,voelen,voelt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",4,4,954,142827
Het Nieuwsblad,250,250,"num(type=card,position=prenom)",4,4,954,142827
De Standaard,kerk,kerk,"nou-c(gender=f|m,number=sg)",4,1,148,48749
Het Nieuwsblad,eentje,eentje,"nou-c(gender=n,number=sg)",4,4,954,142827
De Standaard,ontwikkeling,ontwikkeling,"nou-c(gender=f|m,number=sg)",4,3,148,48749
De Standaard,noodzakelijk,noodzakelijk,"aa(degree=pos,position=adv|pred)",4,4,148,48749
De Ware Tijd,voorwaarde,voorwaarde,"nou-c(gender=f|m,number=sg)",4,4,76,28561
De Ware Tijd,rover,rovers,nou-c(number=pl),4,2,76,28561
Het Nieuwsblad,leeftijd,leeftijd,"nou-c(gender=f|m,number=sg)",4,4,954,142827
De Standaard,schieten,schoot,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",4,4,148,48749
Het Nieuwsblad,smet,smet,nou-p(part-of-multiword=true),4,4,954,142827
De Standaard,verkoop,verkoop,"nou-c(gender=f|m,number=sg)",4,2,148,48749
De Ware Tijd,veertig,veertig,"num(type=card,position=prenom)",4,4,76,28561
Het Nieuwsblad,geel,geel,nou-p(number=sg),4,3,954,142827
Het Nieuwsblad,voorhechtenis,voorhechtenis,"nou-c(gender=f|m,number=sg)",4,4,954,142827
Het Nieuwsblad,pierre,pierre,nou-p(part-of-multiword=true),4,4,954,142827
Het Nieuwsblad,cijfer,cijfer,"nou-c(gender=n,number=sg)",4,4,954,142827
De Standaard,pollica,pollica,nou-p(number=sg),4,1,148,48749
Gazet van Antwerpen,honderd,honderd,"num(type=card,position=prenom)",4,2,229,28264
Gazet van Antwerpen,vooraleer,vooraleer,conj(type=sub),4,4,229,28264
De Ware Tijd,asabina,asabina,nou-p(number=sg),4,2,76,28561
Het Nieuwsblad,voorzet,voorzetten,nou-c(number=pl),4,3,954,142827
De Standaard,geloven,gelooft,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",4,3,148,48749
Het Nieuwsblad,verliezen,verliest,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",4,4,954,142827
Het Nieuwsblad,ziel,ziel,"nou-c(gender=f|m,number=sg)",4,4,954,142827
Het Nieuwsblad,klinken,klinken,vrb(finiteness=ger|inf),4,4,954,142827
De Ware Tijd,perceel,perceel,"nou-c(gender=n,number=sg)",4,2,76,28561
Gazet van Antwerpen,fase,fase,"nou-c(gender=f|m,number=sg)",4,4,229,28264
De Standaard,schatting,schatting,"nou-c(gender=f|m,number=sg)",4,3,148,48749
De Ware Tijd,krijgen,gekregen,"vrb(finiteness=part,tense=past)",4,3,76,28561
Het Nieuwsblad,croes,croes,nou-p(part-of-multiword=true),4,1,954,142827
De Ware Tijd,invoerrecht,invoerrechten,nou-c(number=pl),4,2,76,28561
Het Nieuwsblad,basisplaats,basisplaats,"nou-c(gender=f|m,number=sg)",4,4,954,142827
De Ware Tijd,hoewel,hoewel,conj(type=sub),4,4,76,28561
De Standaard,verluiden,verluidt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",4,3,148,48749
De Standaard,treffen,getroffen,"vrb(finiteness=part,tense=past)",4,4,148,48749
Het Nieuwsblad,afspreken,afgesproken,"vrb(finiteness=part,tense=past)",4,4,954,142827
Gazet van Antwerpen,rompaey,rompaey,nou-p(number=sg),4,4,229,28264
Het Nieuwsblad,hoofdzonde,hoofdzonden,nou-c(number=pl),4,1,954,142827
Het Nieuwsblad,pleiten,pleitte,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",4,4,954,142827
Het Nieuwsblad,e-mail,e-mail,"nou-c(gender=f|m,number=sg)",4,4,954,142827
De Standaard,concreet,concrete,"aa(degree=pos,position=prenom,formal=infl-e)",4,2,148,48749
Het Nieuwsblad,verzekering,verzekering,"nou-c(gender=f|m,number=sg)",4,3,954,142827
Het Nieuwsblad,verrassen,verraste,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",4,4,954,142827
Gazet van Antwerpen,blijven,bleef,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",4,4,229,28264
Gazet van Antwerpen,cwil,cwil,nou-p(number=sg),4,4,229,28264
Het Nieuwsblad,stefan,stefan,nou-p(part-of-multiword=true),4,3,954,142827
De Ware Tijd,activiteit,activiteiten,nou-c(number=pl),4,4,76,28561
Het Nieuwsblad,praktisch,praktisch,"aa(degree=pos,position=adv|pred)",4,4,954,142827
De Standaard,client,client,"nou-c(gender=f|m,number=sg)",4,1,148,48749
Het Nieuwsblad,hulpdienst,hulpdiensten,nou-c(number=pl),4,4,954,142827
Het Nieuwsblad,kampen,kampt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",4,4,954,142827
Het Nieuwsblad,sessie,sessie,"nou-c(gender=f|m,number=sg)",4,3,954,142827
Het Nieuwsblad,veroorzaken,veroorzaken,vrb(finiteness=ger|inf),4,3,954,142827
Het Nieuwsblad,wippelgem,wippelgem,nou-p(number=sg),4,1,954,142827
De Standaard,winkel,winkel,"nou-c(gender=f|m,number=sg)",4,2,148,48749
